OrderID,OrderLineID,DateKey,CustomerID,ProductID,StoreID,Quantity,UnitPrice,DiscountPercent,SalesAmount,CostAmount,ShippingCost,OrderStatus
ORD-10029,ORD-10029-1,20240327,CUST-0148,PROD-0078,ST-001,1,1020.0,0.2,816.0,599.08,0.0,Completed
ORD-10030,ORD-10030-1,20231110,CUST-0183,PROD-0053,ST-002,1,12030.0,0.0,12030.0,7726.31,0.0,Completed
ORD-10031,ORD-10031-1,20240808,CUST-0045,PROD-0041,ST-000,1,11810.0,0.0,11810.0,7291.41,131.34,Completed
ORD-10031,ORD-10031-2,20240808,CUST-0045,PROD-0079,ST-000,2,1620.0,0.15,2754.0,2275.34,67.57,Completed
ORD-10032,ORD-10032-1,20230930,CUST-0192,PROD-0029,ST-008,1,1390.0,0.05,1320.5,896.49,0.0,Completed
ORD-10033,ORD-10033-1,20241201,CUST-0149,PROD-0004,ST-008,1,26120.0,0.0,26120.0,17922.86,0.0,Returned
ORD-10033,ORD-10033-2,20241201,CUST-0149,PROD-0007,ST-008,1,36360.0,0.1,32724.0,25478.18,0.0,Returned
ORD-10034,ORD-10034-1,20230713,CUST-0072,PROD-0022,ST-015,1,4390.0,0.0,4390.0,2634.19,0.0,Completed
ORD-10034,ORD-10034-2,20230713,CUST-0072,PROD-0029,ST-015,1,1390.0,0.1,1251.0,896.49,0.0,Completed
ORD-10035,ORD-10035-1,20231111,CUST-0098,PROD-0054,ST-015,1,12690.0,0.0,12690.0,8857.68,0.0,Completed
ORD-10036,ORD-10036-1,20240310,CUST-0018,PROD-0041,ST-000,1,11810.0,0.05,11219.5,7291.41,127.39,Cancelled
ORD-10036,ORD-10036-2,20240310,CUST-0018,PROD-0034,ST-000,2,17620.0,0.1,31716.0,20079.16,71.61,Cancelled
ORD-10037,ORD-10037-1,20230519,CUST-0126,PROD-0040,ST-010,3,9840.0,0.0,29520.0,14926.53,0.0,Completed
ORD-10038,ORD-10038-1,20240523,CUST-0118,PROD-0074,ST-004,2,1630.0,0.0,3260.0,2077.24,0.0,Completed
ORD-10039,ORD-10039-1,20231113,CUST-0104,PROD-0052,ST-006,2,640.0,0.2,1024.0,819.66,0.0,Completed
ORD-10040,ORD-10040-1,20231219,CUST-0183,PROD-0021,ST-005,2,2610.0,0.0,5220.0,3397.76,0.0,Completed
ORD-10041,ORD-10041-1,20231113,CUST-0052,PROD-0049,ST-006,1,3260.0,0.0,3260.0,1841.77,0.0,Completed
ORD-10042,ORD-10042-1,20240509,CUST-0117,PROD-0018,ST-003,2,660.0,0.0,1320.0,814.26,0.0,Completed
ORD-10043,ORD-10043-1,20241204,CUST-0110,PROD-0045,ST-009,2,9970.0,0.0,19940.0,11096.42,0.0,Completed
ORD-10044,ORD-10044-1,20240122,CUST-0180,PROD-0004,ST-000,1,26120.0,0.0,26120.0,17922.86,52.97,Completed
ORD-10045,ORD-10045-1,20240507,CUST-0153,PROD-0061,ST-001,3,9200.0,0.0,27600.0,17903.7,0.0,Returned
ORD-10045,ORD-10045-2,20240507,CUST-0153,PROD-0062,ST-001,2,10930.0,0.1,19674.0,14260.06,0.0,Returned
ORD-10046,ORD-10046-1,20240618,CUST-0178,PROD-0022,ST-006,1,4390.0,0.1,3951.0,2634.19,0.0,Cancelled
ORD-10047,ORD-10047-1,20230530,CUST-0104,PROD-0054,ST-000,1,12690.0,0.0,12690.0,8857.68,141.01,Completed
ORD-10047,ORD-10047-2,20230530,CUST-0104,PROD-0016,ST-000,2,22690.0,0.05,43111.0,28016.36,60.5,Completed
ORD-10047,ORD-10047-3,20230530,CUST-0104,PROD-0074,ST-000,2,1630.0,0.0,3260.0,2077.24,20.21,Completed
ORD-10048,ORD-10048-1,20231101,CUST-0165,PROD-0073,ST-004,1,2250.0,0.0,2250.0,1505.46,0.0,Completed
ORD-10049,ORD-10049-1,20230716,CUST-0062,PROD-0008,ST-007,2,15680.0,0.0,31360.0,21033.78,0.0,Returned
ORD-10049,ORD-10049-2,20230716,CUST-0062,PROD-0024,ST-007,2,1330.0,0.0,2660.0,1724.1,0.0,Returned
ORD-10050,ORD-10050-1,20241006,CUST-0080,PROD-0046,ST-000,1,18630.0,0.0,18630.0,11496.52,112.91,Returned
ORD-10051,ORD-10051-1,20230729,CUST-0146,PROD-0077,ST-000,4,1240.0,0.0,4960.0,2857.92,100.38,Completed
ORD-10052,ORD-10052-1,20240609,CUST-0026,PROD-0004,ST-010,1,26120.0,0.0,26120.0,17922.86,0.0,Completed
ORD-10053,ORD-10053-1,20240416,CUST-0132,PROD-0034,ST-011,1,17620.0,0.05,16739.0,10039.58,0.0,Completed
ORD-10054,ORD-10054-1,20241023,CUST-0146,PROD-0056,ST-006,2,12260.0,0.0,24520.0,16395.64,0.0,Completed
ORD-10055,ORD-10055-1,20230717,CUST-0026,PROD-0026,ST-000,1,3440.0,0.0,3440.0,2460.63,134.96,Completed
ORD-10055,ORD-10055-2,20230717,CUST-0026,PROD-0030,ST-000,1,3060.0,0.0,3060.0,1764.66,106.42,Completed
ORD-10055,ORD-10055-3,20230717,CUST-0026,PROD-0006,ST-000,1,30230.0,0.05,28718.5,20923.79,73.4,Completed
ORD-10056,ORD-10056-1,20240105,CUST-0130,PROD-0003,ST-000,2,6190.0,0.0,12380.0,6273.48,119.05,Completed
ORD-10057,ORD-10057-1,20241109,CUST-0043,PROD-0052,ST-010,1,640.0,0.0,640.0,409.83,0.0,Cancelled
ORD-10058,ORD-10058-1,20240529,CUST-0017,PROD-0080,ST-000,1,1260.0,0.05,1197.0,768.92,122.22,Completed
ORD-10058,ORD-10058-2,20240529,CUST-0017,PROD-0074,ST-000,1,1630.0,0.0,1630.0,1038.62,130.49,Completed
ORD-10059,ORD-10059-1,20231103,CUST-0119,PROD-0018,ST-001,1,660.0,0.0,660.0,407.13,0.0,Completed
ORD-10060,ORD-10060-1,20231111,CUST-0118,PROD-0073,ST-011,2,2250.0,0.0,4500.0,3010.92,0.0,Completed
ORD-10061,ORD-10061-1,20231106,CUST-0053,PROD-0061,ST-015,2,9200.0,0.1,16560.0,11935.8,0.0,Cancelled
ORD-10061,ORD-10061-2,20231106,CUST-0053,PROD-0037,ST-015,1,11140.0,0.0,11140.0,6659.18,0.0,Cancelled
ORD-10062,ORD-10062-1,20230619,CUST-0021,PROD-0040,ST-005,2,9840.0,0.0,19680.0,9951.02,0.0,Cancelled
ORD-10063,ORD-10063-1,20231223,CUST-0024,PROD-0040,ST-003,1,9840.0,0.1,8856.0,4975.51,0.0,Completed
ORD-10063,ORD-10063-2,20231223,CUST-0024,PROD-0017,ST-003,1,3090.0,0.1,2781.0,2135.25,0.0,Completed
ORD-10064,ORD-10064-1,20241117,CUST-0144,PROD-0007,ST-008,2,36360.0,0.0,72720.0,50956.36,0.0,Completed
ORD-10065,ORD-10065-1,20230307,CUST-0041,PROD-0004,ST-012,2,26120.0,0.0,52240.0,35845.72,0.0,Completed
ORD-10065,ORD-10065-2,20230307,CUST-0041,PROD-0014,ST-012,1,21550.0,0.0,21550.0,14704.74,0.0,Completed
ORD-10066,ORD-10066-1,20240424,CUST-0144,PROD-0075,ST-013,1,2610.0,0.05,2479.5,1654.39,0.0,Completed
ORD-10067,ORD-10067-1,20230916,CUST-0152,PROD-0061,ST-001,2,9200.0,0.1,16560.0,11935.8,0.0,Completed
ORD-10067,ORD-10067-2,20230916,CUST-0152,PROD-0014,ST-001,1,21550.0,0.0,21550.0,14704.74,0.0,Completed
ORD-10068,ORD-10068-1,20230130,CUST-0182,PROD-0065,ST-015,1,1070.0,0.0,1070.0,588.35,0.0,Completed
ORD-10068,ORD-10068-2,20230130,CUST-0182,PROD-0012,ST-015,1,51760.0,0.0,51760.0,25982.83,0.0,Completed
ORD-10068,ORD-10068-3,20230130,CUST-0182,PROD-0011,ST-015,1,36390.0,0.0,36390.0,19504.14,0.0,Completed
ORD-10069,ORD-10069-1,20241214,CUST-0017,PROD-0041,ST-004,1,11810.0,0.0,11810.0,7291.41,0.0,Completed
ORD-10070,ORD-10070-1,20241031,CUST-0018,PROD-0077,ST-003,2,1240.0,0.0,2480.0,1428.96,0.0,Completed
ORD-10071,ORD-10071-1,20241109,CUST-0139,PROD-0022,ST-012,3,4390.0,0.0,13170.0,7902.57,0.0,Completed
ORD-10072,ORD-10072-1,20241025,CUST-0168,PROD-0075,ST-000,1,2610.0,0.0,2610.0,1654.39,113.23,Completed
ORD-10072,ORD-10072-2,20241025,CUST-0168,PROD-0018,ST-000,1,660.0,0.0,660.0,407.13,51.61,Completed
ORD-10073,ORD-10073-1,20240802,CUST-0104,PROD-0038,ST-008,1,12270.0,0.0,12270.0,7938.77,0.0,Cancelled
ORD-10073,ORD-10073-2,20240802,CUST-0104,PROD-0010,ST-008,1,16340.0,0.1,14706.0,11300.17,0.0,Cancelled
ORD-10074,ORD-10074-1,20231203,CUST-0106,PROD-0054,ST-008,1,12690.0,0.0,12690.0,8857.68,0.0,Completed
ORD-10075,ORD-10075-1,20240613,CUST-0017,PROD-0050,ST-000,3,4290.0,0.05,12226.5,9161.43,138.01,Completed
ORD-10076,ORD-10076-1,20240720,CUST-0124,PROD-0052,ST-015,1,640.0,0.0,640.0,409.83,0.0,Completed
ORD-10077,ORD-10077-1,20231012,CUST-0141,PROD-0052,ST-001,1,640.0,0.0,640.0,409.83,0.0,Completed
ORD-10078,ORD-10078-1,20231126,CUST-0084,PROD-0067,ST-008,1,1970.0,0.0,1970.0,1102.52,0.0,Completed
ORD-10079,ORD-10079-1,20230517,CUST-0048,PROD-0011,ST-008,1,36390.0,0.0,36390.0,19504.14,0.0,Completed
ORD-10080,ORD-10080-1,20240331,CUST-0188,PROD-0077,ST-013,1,1240.0,0.0,1240.0,714.48,0.0,Completed
ORD-10080,ORD-10080-2,20240331,CUST-0188,PROD-0039,ST-013,2,10260.0,0.05,19494.0,12708.44,0.0,Completed
ORD-10081,ORD-10081-1,20240115,CUST-0110,PROD-0045,ST-004,2,9970.0,0.0,19940.0,11096.42,0.0,Completed
ORD-10082,ORD-10082-1,20230827,CUST-0142,PROD-0018,ST-000,3,660.0,0.05,1881.0,1221.39,58.76,Cancelled
ORD-10083,ORD-10083-1,20230424,CUST-0094,PROD-0053,ST-007,2,12030.0,0.05,22857.0,15452.62,0.0,Completed
ORD-10083,ORD-10083-2,20230424,CUST-0094,PROD-0030,ST-007,1,3060.0,0.0,3060.0,1764.66,0.0,Completed
ORD-10084,ORD-10084-1,20241224,CUST-0161,PROD-0022,ST-001,4,4390.0,0.0,17560.0,10536.76,0.0,Completed
ORD-10085,ORD-10085-1,20240811,CUST-0065,PROD-0072,ST-003,4,2790.0,0.15,9486.0,6156.08,0.0,Completed
ORD-10086,ORD-10086-1,20230824,CUST-0078,PROD-0012,ST-009,1,51760.0,0.0,51760.0,25982.83,0.0,Completed
ORD-10087,ORD-10087-1,20240110,CUST-0038,PROD-0061,ST-014,1,9200.0,0.1,8280.0,5967.9,0.0,Returned
ORD-10088,ORD-10088-1,20240406,CUST-0038,PROD-0008,ST-001,1,15680.0,0.0,15680.0,10516.89,0.0,Completed
ORD-10089,ORD-10089-1,20231209,CUST-0150,PROD-0041,ST-012,4,11810.0,0.0,47240.0,29165.64,0.0,Completed
ORD-10089,ORD-10089-2,20231209,CUST-0150,PROD-0059,ST-012,1,9340.0,0.0,9340.0,5793.35,0.0,Completed
ORD-10090,ORD-10090-1,20231205,CUST-0001,PROD-0002,ST-015,1,33460.0,0.0,33460.0,20361.11,0.0,Cancelled
ORD-10091,ORD-10091-1,20240318,CUST-0097,PROD-0006,ST-009,2,30230.0,0.0,60460.0,41847.58,0.0,Completed
ORD-10091,ORD-10091-2,20240318,CUST-0097,PROD-0055,ST-009,1,11840.0,0.0,11840.0,6635.81,0.0,Completed
ORD-10092,ORD-10092-1,20230204,CUST-0128,PROD-0029,ST-007,2,1390.0,0.0,2780.0,1792.98,0.0,Completed
ORD-10093,ORD-10093-1,20230605,CUST-0178,PROD-0015,ST-011,1,42990.0,0.05,40840.5,23074.85,0.0,Cancelled
ORD-10093,ORD-10093-2,20230605,CUST-0178,PROD-0071,ST-011,2,430.0,0.1,774.0,515.22,0.0,Cancelled
ORD-10094,ORD-10094-1,20231013,CUST-0077,PROD-0025,ST-004,2,1120.0,0.0,2240.0,1235.6,0.0,Completed
ORD-10095,ORD-10095-1,20240921,CUST-0086,PROD-0054,ST-003,1,12690.0,0.0,12690.0,8857.68,0.0,Completed
ORD-10096,ORD-10096-1,20231126,CUST-0003,PROD-0065,ST-000,1,1070.0,0.0,1070.0,588.35,74.75,Completed
ORD-10097,ORD-10097-1,20231117,CUST-0077,PROD-0055,ST-012,2,11840.0,0.0,23680.0,13271.62,0.0,Completed
ORD-10097,ORD-10097-2,20231117,CUST-0077,PROD-0079,ST-012,1,1620.0,0.2,1296.0,1137.67,0.0,Completed
ORD-10098,ORD-10098-1,20230205,CUST-0119,PROD-0034,ST-000,1,17620.0,0.05,16739.0,10039.58,138.73,Returned
ORD-10099,ORD-10099-1,20240409,CUST-0178,PROD-0009,ST-003,1,23630.0,0.05,22448.5,14479.88,0.0,Completed
ORD-10100,ORD-10100-1,20241117,CUST-0063,PROD-0028,ST-015,1,920.0,0.1,828.0,621.01,0.0,Cancelled
ORD-10101,ORD-10101-1,20230118,CUST-0110,PROD-0031,ST-008,1,4390.0,0.0,4390.0,3154.36,0.0,Completed
ORD-10102,ORD-10102-1,20230107,CUST-0083,PROD-0009,ST-004,1,23630.0,0.0,23630.0,14479.88,0.0,Returned
ORD-10103,ORD-10103-1,20240909,CUST-0156,PROD-0028,ST-000,2,920.0,0.0,1840.0,1242.02,25.24,Cancelled
ORD-10104,ORD-10104-1,20230626,CUST-0038,PROD-0015,ST-000,2,42990.0,0.0,85980.0,46149.7,80.95,Cancelled
ORD-10104,ORD-10104-2,20230626,CUST-0038,PROD-0077,ST-000,1,1240.0,0.0,1240.0,714.48,85.03,Cancelled
ORD-10105,ORD-10105-1,20230523,CUST-0018,PROD-0002,ST-006,1,33460.0,0.0,33460.0,20361.11,0.0,Completed
ORD-10106,ORD-10106-1,20240616,CUST-0174,PROD-0034,ST-000,1,17620.0,0.0,17620.0,10039.58,146.39,Completed
ORD-10107,ORD-10107-1,20230517,CUST-0187,PROD-0002,ST-014,2,33460.0,0.1,60228.0,40722.22,0.0,Returned
ORD-10108,ORD-10108-1,20230911,CUST-0117,PROD-0080,ST-000,1,1260.0,0.0,1260.0,768.92,80.74,Completed
ORD-10108,ORD-10108-2,20230911,CUST-0117,PROD-0042,ST-000,1,14500.0,0.15,12325.0,10298.12,90.53,Completed
ORD-10109,ORD-10109-1,20241221,CUST-0035,PROD-0074,ST-015,1,1630.0,0.0,1630.0,1038.62,0.0,Completed
ORD-10109,ORD-10109-2,20241221,CUST-0035,PROD-0031,ST-015,1,4390.0,0.05,4170.5,3154.36,0.0,Completed
ORD-10110,ORD-10110-1,20241213,CUST-0200,PROD-0022,ST-009,1,4390.0,0.1,3951.0,2634.19,0.0,Completed
ORD-10111,ORD-10111-1,20240910,CUST-0077,PROD-0057,ST-005,1,9050.0,0.1,8145.0,4859.52,0.0,Returned
ORD-10112,ORD-10112-1,20240318,CUST-0179,PROD-0071,ST-008,4,430.0,0.0,1720.0,1030.44,0.0,Completed
ORD-10112,ORD-10112-2,20240318,CUST-0179,PROD-0052,ST-008,1,640.0,0.0,640.0,409.83,0.0,Completed
ORD-10113,ORD-10113-1,20231002,CUST-0078,PROD-0079,ST-000,1,1620.0,0.0,1620.0,1137.67,122.04,Returned
ORD-10114,ORD-10114-1,20230619,CUST-0123,PROD-0040,ST-008,1,9840.0,0.1,8856.0,4975.51,0.0,Completed
ORD-10115,ORD-10115-1,20240108,CUST-0166,PROD-0075,ST-007,1,2610.0,0.1,2349.0,1654.39,0.0,Returned
ORD-10116,ORD-10116-1,20231006,CUST-0133,PROD-0025,ST-012,1,1120.0,0.1,1008.0,617.8,0.0,Completed
ORD-10116,ORD-10116-2,20231006,CUST-0133,PROD-0007,ST-012,2,36360.0,0.0,72720.0,50956.36,0.0,Completed
ORD-10117,ORD-10117-1,20240430,CUST-0020,PROD-0038,ST-009,3,12270.0,0.0,36810.0,23816.31,0.0,Completed
ORD-10118,ORD-10118-1,20231113,CUST-0032,PROD-0051,ST-011,2,12350.0,0.0,24700.0,14379.66,0.0,Completed
ORD-10119,ORD-10119-1,20241230,CUST-0080,PROD-0076,ST-008,2,250.0,0.15,425.0,283.34,0.0,Completed
ORD-10119,ORD-10119-2,20241230,CUST-0080,PROD-0020,ST-008,1,1850.0,0.0,1850.0,1131.44,0.0,Completed
ORD-10120,ORD-10120-1,20230808,CUST-0100,PROD-0031,ST-000,1,4390.0,0.05,4170.5,3154.36,26.84,Cancelled
ORD-10121,ORD-10121-1,20230226,CUST-0135,PROD-0054,ST-009,4,12690.0,0.15,43146.0,35430.72,0.0,Returned
ORD-10122,ORD-10122-1,20230901,CUST-0045,PROD-0058,ST-013,1,3720.0,0.0,3720.0,1938.33,0.0,Completed
ORD-10122,ORD-10122-2,20230901,CUST-0045,PROD-0076,ST-013,1,250.0,0.0,250.0,141.67,0.0,Completed
ORD-10123,ORD-10123-1,20231017,CUST-0172,PROD-0059,ST-003,1,9340.0,0.0,9340.0,5793.35,0.0,Returned
ORD-10124,ORD-10124-1,20231022,CUST-0079,PROD-0053,ST-015,1,12030.0,0.05,11428.5,7726.31,0.0,Completed
ORD-10125,ORD-10125-1,20230417,CUST-0170,PROD-0025,ST-001,1,1120.0,0.0,1120.0,617.8,0.0,Returned
ORD-10126,ORD-10126-1,20231010,CUST-0057,PROD-0028,ST-011,2,920.0,0.0,1840.0,1242.02,0.0,Completed
ORD-10127,ORD-10127-1,20230705,CUST-0032,PROD-0070,ST-001,2,1750.0,0.1,3150.0,2487.38,0.0,Completed
ORD-10128,ORD-10128-1,20230320,CUST-0183,PROD-0041,ST-011,1,11810.0,0.0,11810.0,7291.41,0.0,Cancelled
ORD-10129,ORD-10129-1,20241116,CUST-0166,PROD-0068,ST-014,2,1450.0,0.15,2465.0,1571.42,0.0,Completed
ORD-10130,ORD-10130-1,20240806,CUST-0199,PROD-0015,ST-004,2,42990.0,0.05,81681.0,46149.7,0.0,Completed
ORD-10131,ORD-10131-1,20231015,CUST-0107,PROD-0012,ST-006,4,51760.0,0.0,207040.0,103931.32,0.0,Cancelled
ORD-10131,ORD-10131-2,20231015,CUST-0107,PROD-0021,ST-006,1,2610.0,0.0,2610.0,1698.88,0.0,Cancelled
ORD-10132,ORD-10132-1,20230823,CUST-0116,PROD-0077,ST-011,2,1240.0,0.0,2480.0,1428.96,0.0,Returned
ORD-10133,ORD-10133-1,20231108,CUST-0123,PROD-0057,ST-001,1,9050.0,0.0,9050.0,4859.52,0.0,Completed
ORD-10133,ORD-10133-2,20231108,CUST-0123,PROD-0067,ST-001,1,1970.0,0.1,1773.0,1102.52,0.0,Completed
ORD-10134,ORD-10134-1,20231218,CUST-0134,PROD-0074,ST-000,1,1630.0,0.0,1630.0,1038.62,126.72,Returned
ORD-10135,ORD-10135-1,20240903,CUST-0145,PROD-0029,ST-007,2,1390.0,0.0,2780.0,1792.98,0.0,Returned
ORD-10136,ORD-10136-1,20230402,CUST-0196,PROD-0066,ST-014,1,1630.0,0.0,1630.0,839.25,0.0,Completed
ORD-10137,ORD-10137-1,20231205,CUST-0094,PROD-0065,ST-004,2,1070.0,0.05,2033.0,1176.7,0.0,Completed
ORD-10138,ORD-10138-1,20230809,CUST-0171,PROD-0019,ST-002,3,3340.0,0.0,10020.0,5505.33,0.0,Completed
ORD-10139,ORD-10139-1,20241208,CUST-0023,PROD-0060,ST-009,1,9700.0,0.0,9700.0,4974.74,0.0,Returned
ORD-10140,ORD-10140-1,20241126,CUST-0036,PROD-0070,ST-000,3,1750.0,0.0,5250.0,3731.07,70.4,Cancelled
ORD-10140,ORD-10140-2,20241126,CUST-0036,PROD-0023,ST-000,1,2850.0,0.1,2565.0,1503.84,60.11,Cancelled
ORD-10141,ORD-10141-1,20241227,CUST-0060,PROD-0053,ST-002,1,12030.0,0.0,12030.0,7726.31,0.0,Completed
ORD-10141,ORD-10141-2,20241227,CUST-0060,PROD-0023,ST-002,2,2850.0,0.0,5700.0,3007.68,0.0,Completed
ORD-10141,ORD-10141-3,20241227,CUST-0060,PROD-0006,ST-002,2,30230.0,0.0,60460.0,41847.58,0.0,Completed
ORD-10142,ORD-10142-1,20240808,CUST-0026,PROD-0043,ST-004,2,650.0,0.05,1235.0,835.18,0.0,Completed
ORD-10142,ORD-10142-2,20240808,CUST-0026,PROD-0023,ST-004,1,2850.0,0.15,2422.5,1503.84,0.0,Completed
ORD-10143,ORD-10143-1,20240625,CUST-0200,PROD-0013,ST-013,4,15750.0,0.05,59850.0,34752.6,0.0,Completed
ORD-10143,ORD-10143-2,20240625,CUST-0200,PROD-0024,ST-013,2,1330.0,0.0,2660.0,1724.1,0.0,Completed
ORD-10144,ORD-10144-1,20241008,CUST-0198,PROD-0009,ST-000,1,23630.0,0.0,23630.0,14479.88,22.64,Cancelled
ORD-10145,ORD-10145-1,20240420,CUST-0110,PROD-0066,ST-006,1,1630.0,0.0,1630.0,839.25,0.0,Completed
ORD-10145,ORD-10145-2,20240420,CUST-0110,PROD-0055,ST-006,3,11840.0,0.05,33744.0,19907.43,0.0,Completed
ORD-10145,ORD-10145-3,20240420,CUST-0110,PROD-0054,ST-006,2,12690.0,0.05,24111.0,17715.36,0.0,Completed
ORD-10146,ORD-10146-1,20231021,CUST-0148,PROD-0025,ST-005,3,1120.0,0.0,3360.0,1853.4,0.0,Returned
ORD-10146,ORD-10146-2,20231021,CUST-0148,PROD-0035,ST-005,1,11120.0,0.0,11120.0,5574.09,0.0,Returned
ORD-10147,ORD-10147-1,20240131,CUST-0164,PROD-0018,ST-010,1,660.0,0.0,660.0,407.13,0.0,Completed
ORD-10147,ORD-10147-2,20240131,CUST-0164,PROD-0027,ST-010,2,1520.0,0.0,3040.0,2075.7,0.0,Completed
ORD-10148,ORD-10148-1,20240905,CUST-0070,PROD-0002,ST-000,1,33460.0,0.0,33460.0,20361.11,100.73,Completed
ORD-10149,ORD-10149-1,20241001,CUST-0001,PROD-0041,ST-014,2,11810.0,0.0,23620.0,14582.82,0.0,Completed
ORD-10149,ORD-10149-2,20241001,CUST-0001,PROD-0002,ST-014,1,33460.0,0.0,33460.0,20361.11,0.0,Completed
